Agent_Age,Agent_Rating,Traffic,Vehicle,Delivery_Duration,Weather_Fog,Weather_Sandstorms,Weather_Stormy,Weather_Sunny,Weather_Windy,Area_Other,Area_Semi-Urban,Area_Urban,Category_Books,Category_Clothing,Category_Cosmetics,Category_Electronics,Category_Grocery,Category_Home,Category_Jewelry,Category_Kitchen,Category_Outdoors,Category_Pet Supplies,Category_Shoes,Category_Skincare,Category_Snacks,Category_Sports,Category_Toys,distance_km,hour,is_peak,dist_x_traffic,hour_sin,distance_x_peak,peak_weight
35,4.8,0,van,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9796333006391293,9,0,0.0,0.7071067811865476,0.0,0
24,4.8,3,motorcycle ,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.915585713443292,19,1,59.746757140329876,-0.9659258262890684,19.915585713443292,2
25,4.9,1,motorcycle ,85,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.059783744525319,18,1,9.059783744525319,-1.0,9.059783744525319,2
28,4.8,1,motorcycle ,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.128804224238059,16,0,6.128804224238059,-0.8660254037844384,0.0,0
33,4.6,0,scooter ,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.237791615217148,22,0,0.0,-0.5000000000000004,0.0,0
35,4.9,0,scooter ,105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.448363764234237,23,0,0.0,-0.25881904510252157,0.0,0
30,4.9,3,motorcycle ,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.865882927764757,21,1,32.59764878329427,-0.7071067811865477,10.865882927764757,2
31,4.9,0,motorcycle ,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.314862687658115,23,0,0.0,-0.25881904510252157,0.0,0
31,4.8,1,scooter ,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.972131143083212,17,1,13.972131143083212,-0.9659258262890683,13.972131143083212,0
24,4.7,0,scooter ,80,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.145067434621583,10,0,0.0,0.49999999999999994,0.0,0
33,5.0,0,scooter ,120,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0589686156370437,9,0,0.0,0.7071067811865476,0.0,0
39,4.6,1,scooter ,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.610926485281333,18,1,16.610926485281333,-1.0,16.610926485281333,2
37,4.5,0,motorcycle ,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.952548604467738,22,0,0.0,-0.5000000000000004,0.0,0
26,4.8,1,motorcycle ,105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.469620875558295,18,1,4.469620875558295,-1.0,4.469620875558295,2
35,4.4,1,motorcycle ,160,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.546670729116101,18,1,7.546670729116101,-1.0,7.546670729116101,2
29,4.8,0,scooter ,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5136457231088551,11,0,0.0,0.258819045102521,0.0,0
24,4.8,0,motorcycle ,95,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322015943257514,10,0,0.0,0.49999999999999994,0.0,0
25,4.9,1,van,135,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.3626986679347,17,1,19.3626986679347,-0.9659258262890683,19.3626986679347,0
20,4.5,2,motorcycle ,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.127106344248052,13,0,12.254212688496104,-0.2588190451025208,0.0,1
28,5.0,0,scooter ,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.642283429605715,23,0,0.0,-0.25881904510252157,0.0,0
29,5.0,0,motorcycle ,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5092307910796248,10,0,0.0,0.49999999999999994,0.0,0
37,4.8,0,motorcycle ,135,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.018841258628892,9,0,0.0,0.7071067811865476,0.0,0
30,4.8,0,van,140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5135833475075773,10,0,0.0,0.49999999999999994,0.0,0
23,5.0,1,scooter ,170,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.02184017066065,17,1,14.02184017066065,-0.9659258262890683,14.02184017066065,0
36,4.5,0,motorcycle ,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.25474683046606,22,0,0.0,-0.5000000000000004,0.0,0
39,4.5,0,motorcycle ,185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.830016226508704,0,0,0.0,0.0,0.0,0
28,4.9,1,motorcycle ,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7631971453288875,17,1,7.7631971453288875,-0.9659258262890683,7.7631971453288875,0
32,4.8,0,scooter ,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5302997807730145,8,0,0.0,0.8660254037844387,0.0,0
38,4.9,1,motorcycle ,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.220449825751995,18,1,9.220449825751995,-1.0,9.220449825751995,2
32,4.7,1,scooter ,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.15280068944862,18,1,14.15280068944862,-1.0,14.15280068944862,2
35,4.8,3,scooter ,210,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.205786629218007,19,1,60.61735988765402,-0.9659258262890684,20.205786629218007,2
33,4.8,0,motorcycle ,105,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.081488351333997,22,0,0.0,-0.5000000000000004,0.0,0
27,4.9,3,motorcycle ,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.976712110350487,20,1,59.93013633105146,-0.8660254037844386,19.976712110350487,2
28,4.9,3,scooter ,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.587929946825927,20,1,31.76378984047778,-0.8660254037844386,10.587929946825927,2
27,4.6,1,motorcycle ,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.210030477135088,15,0,6.210030477135088,-0.7071067811865471,0.0,0
23,5.0,3,van,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.867908640310418,21,1,32.603725920931254,-0.7071067811865477,10.867908640310418,2
37,4.2,3,scooter ,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.463888116757749,22,0,37.391664350273246,-0.5000000000000004,0.0,0
36,4.9,1,motorcycle ,120,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.313705947300656,18,1,9.313705947300656,-1.0,9.313705947300656,2
32,4.9,3,motorcycle ,47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.580267822400963,21,1,37.74080346720289,-0.7071067811865477,12.580267822400963,2
38,4.8,0,motorcycle ,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.056109430302039,23,0,0.0,-0.25881904510252157,0.0,0
38,4.8,3,motorcycle ,135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.175193844437826,20,1,27.525581533313478,-0.8660254037844386,9.175193844437826,2
27,5.0,0,scooter ,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.8626681674103684,23,0,0.0,-0.25881904510252157,0.0,0
31,4.4,3,motorcycle ,265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.756273454297123,19,1,32.26882036289137,-0.9659258262890684,10.756273454297123,2
21,4.2,0,motorcycle ,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0732024062611822,10,0,0.0,0.49999999999999994,0.0,0
26,4.7,3,scooter ,110,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.137482577838597,21,1,51.41244773351579,-0.7071067811865477,17.137482577838597,2
23,4.9,1,motorcycle ,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.721987300671117,18,1,10.721987300671117,-1.0,10.721987300671117,2
36,4.8,3,scooter ,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.074047498027575,20,1,36.222142494082725,-0.8660254037844386,12.074047498027575,2
34,4.7,2,motorcycle ,130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.210607623190057,12,0,12.421215246380115,1.2246467991473532e-16,0.0,1
20,4.9,0,motorcycle ,75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.465199139446781,22,0,0.0,-0.5000000000000004,0.0,0
25,4.1,0,motorcycle ,140,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.348114492434787,22,0,0.0,-0.5000000000000004,0.0,0
36,4.6,3,motorcycle ,150,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.099096916817198,21,1,36.297290750451594,-0.7071067811865477,12.099096916817198,2
27,4.7,0,motorcycle ,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.419572625827143,22,0,0.0,-0.5000000000000004,0.0,0
35,4.1,0,motorcycle ,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0527377197541203,10,0,0.0,0.49999999999999994,0.0,0
31,4.8,2,scooter ,130,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.218076509100711,14,0,12.436153018201422,-0.4999999999999998,0.0,1
33,4.8,0,scooter ,110,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29786575291325,23,0,0.0,-0.25881904510252157,0.0,0
23,5.0,3,scooter ,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.385802266862793,21,1,49.157406800588376,-0.7071067811865477,16.385802266862793,2
23,4.5,1,scooter ,130,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.183481365845186,18,1,20.183481365845186,-1.0,20.183481365845186,2
29,4.7,1,motorcycle ,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.29786575291325,17,1,17.29786575291325,-0.9659258262890683,17.29786575291325,0
29,4.8,1,motorcycle ,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.232380002107721,15,0,6.232380002107721,-0.7071067811865471,0.0,0
30,5.0,0,scooter ,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.631413514279125,23,0,0.0,-0.25881904510252157,0.0,0
39,4.9,0,motorcycle ,125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0736267316959007,10,0,0.0,0.49999999999999994,0.0,0
34,4.3,1,motorcycle ,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.528162065607132,17,1,4.528162065607132,-0.9659258262890683,4.528162065607132,0
36,4.8,0,motorcycle ,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.029527086813746,8,0,0.0,0.8660254037844387,0.0,0
30,4.9,3,motorcycle ,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.220418694558179,19,1,27.661256083674537,-0.9659258262890684,9.220418694558179,2
29,4.8,3,motorcycle ,145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.544211841489953,19,1,13.632635524469858,-0.9659258262890684,4.544211841489953,2
24,4.7,0,scooter ,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.121425981981247,23,0,0.0,-0.25881904510252157,0.0,0
37,4.8,0,motorcycle ,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1044353971266565,8,0,0.0,0.8660254037844387,0.0,0
30,4.8,0,motorcycle ,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.162115707005645,23,0,0.0,-0.25881904510252157,0.0,0
21,4.7,0,motorcycle ,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.610133887452835,23,0,0.0,-0.25881904510252157,0.0,0
33,4.7,1,motorcycle ,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.761486237714824,18,1,7.761486237714824,-1.0,7.761486237714824,2
39,4.4,3,motorcycle ,195,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.989249784535353,22,0,41.96774935360606,-0.5000000000000004,0.0,0
25,4.8,0,motorcycle ,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.763180727989777,22,0,0.0,-0.5000000000000004,0.0,0
26,4.7,0,motorcycle ,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.790241310526595,23,0,0.0,-0.25881904510252157,0.0,0
30,5.0,0,scooter ,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.514793721388757,8,0,0.0,0.8660254037844387,0.0,0
37,4.7,0,motorcycle ,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0878904668326292,8,0,0.0,0.8660254037844387,0.0,0
39,4.7,0,motorcycle ,120,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9377377563016864,9,0,0.0,0.7071067811865476,0.0,0
21,4.9,1,motorcycle ,95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.098699936279857,18,1,12.098699936279857,-1.0,12.098699936279857,2
31,4.1,1,motorcycle ,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.218134914911527,16,0,6.218134914911527,-0.8660254037844384,0.0,0
38,4.9,2,scooter ,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.958586130823786,14,0,11.917172261647572,-0.4999999999999998,0.0,1
35,4.9,1,motorcycle ,180,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.340983552936382,17,1,19.340983552936382,-0.9659258262890683,19.340983552936382,0
39,4.9,1,scooter ,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.717601092054723,17,1,4.717601092054723,-0.9659258262890683,4.717601092054723,0
31,4.8,1,scooter ,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.79094413843958,18,1,7.79094413843958,-1.0,7.79094413843958,2
39,4.1,0,motorcycle ,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.145067434621583,8,0,0.0,0.8660254037844387,0.0,0
26,4.7,3,scooter ,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.717601092054723,19,1,14.15280327616417,-0.9659258262890684,4.717601092054723,2
39,4.2,3,scooter ,160,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.656788095044164,22,0,13.970364285132494,-0.5000000000000004,0.0,0
32,4.0,3,motorcycle ,230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.717601092054723,21,1,14.15280327616417,-0.7071067811865477,4.717601092054723,2
34,4.9,3,motorcycle ,180,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.580267822400963,21,1,37.74080346720289,-0.7071067811865477,12.580267822400963,2
25,4.8,1,scooter ,140,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.081139317039376,15,0,6.081139317039376,-0.7071067811865471,0.0,0
38,5.0,1,motorcycle ,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.656788095044164,17,1,4.656788095044164,-0.9659258262890683,4.656788095044164,0
39,4.9,3,motorcycle ,150,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.315069177421892,19,1,27.945207532265677,-0.9659258262890684,9.315069177421892,2
33,4.3,1,motorcycle ,155,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.037118440222451,17,1,6.037118440222451,-0.9659258262890683,6.037118440222451,0
30,4.7,1,motorcycle ,160,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.210045163136143,16,0,6.210045163136143,-0.8660254037844384,0.0,0
30,4.4,1,scooter ,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.688565914789702,17,1,19.688565914789702,-0.9659258262890683,19.688565914789702,0
21,4.9,1,motorcycle ,75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4691938252042425,17,1,4.4691938252042425,-0.9659258262890683,4.4691938252042425,0
20,4.5,2,motorcycle ,255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.037474189824093,13,0,12.074948379648186,-0.2588190451025208,0.0,1
28,4.6,1,scooter ,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.717601092054723,17,1,4.717601092054723,-0.9659258262890683,4.717601092054723,0
26,4.6,2,motorcycle ,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5263914730559738,11,0,3.0527829461119476,0.258819045102521,0.0,0
31,4.3,2,motorcycle ,240,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9962426790626724,12,0,5.992485358125345,1.2246467991473532e-16,0.0,1
27,4.6,3,motorcycle ,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.007734763744617,19,1,33.02320429123385,-0.9659258262890684,11.007734763744617,2
32,5.0,3,scooter ,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.890503583967206,21,1,59.67151075190162,-0.7071067811865477,19.890503583967206,2
23,4.9,0,motorcycle ,50,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.040649953439472,9,0,0.0,0.7071067811865476,0.0,0
26,4.9,3,scooter ,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.660898979387872,19,1,22.982696938163613,-0.9659258262890684,7.660898979387872,2
34,5.0,1,motorcycle ,150,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.720678992752937,19,1,16.720678992752937,-0.9659258262890684,16.720678992752937,2
37,4.7,1,scooter ,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.660678233235288,18,1,7.660678233235288,-1.0,7.660678233235288,2
21,4.9,1,scooter ,120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.67432400638191,18,1,4.67432400638191,-1.0,4.67432400638191,2
28,4.6,1,motorcycle ,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7725232004434295,18,1,7.7725232004434295,-1.0,7.7725232004434295,2
23,4.8,0,motorcycle ,55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.145067434621583,10,0,0.0,0.49999999999999994,0.0,0
33,4.7,3,motorcycle ,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.63687991359242,20,1,49.910639740777256,-0.8660254037844386,16.63687991359242,2
37,4.5,0,scooter ,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.663344843093785,23,0,0.0,-0.25881904510252157,0.0,0
22,4.9,3,motorcycle ,80,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.906058503327221,19,1,32.71817550998166,-0.9659258262890684,10.906058503327221,2
29,5.0,3,motorcycle ,135,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.830756172608513,22,0,41.492268517825536,-0.5000000000000004,0.0,0
32,4.6,0,motorcycle ,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.469310320115436,23,0,0.0,-0.25881904510252157,0.0,0
36,4.9,0,motorcycle ,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.632486510687907,22,0,0.0,-0.5000000000000004,0.0,0
37,4.7,0,motorcycle ,130,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.674644234401863,23,0,0.0,-0.25881904510252157,0.0,0
31,4.8,0,motorcycle ,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4897343062370803,10,0,0.0,0.49999999999999994,0.0,0
21,4.9,1,motorcycle ,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.192703790075944,18,1,9.192703790075944,-1.0,9.192703790075944,2
35,4.5,3,scooter ,220,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.403654333869842,20,1,40.21096300160953,-0.8660254037844386,13.403654333869842,2
36,4.9,0,motorcycle ,115,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.906379374468557,22,0,0.0,-0.5000000000000004,0.0,0
34,4.5,3,motorcycle ,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.761284984440735,20,1,23.283854953322205,-0.8660254037844386,7.761284984440735,2
26,4.5,0,motorcycle ,110,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5605734793807475,11,0,0.0,0.258819045102521,0.0,0
39,4.7,3,scooter ,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.427208660422918,19,1,31.281625981268753,-0.9659258262890684,10.427208660422918,2
33,4.7,0,scooter ,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5544659606035225,9,0,0.0,0.7071067811865476,0.0,0
36,4.9,1,motorcycle ,200,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.602450942886513,17,1,10.602450942886513,-0.9659258262890683,10.602450942886513,0
36,4.6,0,scooter ,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.580267822400963,22,0,0.0,-0.5000000000000004,0.0,0
27,4.5,2,motorcycle ,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.509460397835505,11,0,3.01892079567101,0.258819045102521,0.0,0
37,4.8,3,van,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.566949319257016,21,1,22.700847957771046,-0.7071067811865477,7.566949319257016,2
28,4.7,0,scooter ,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8626681674103684,23,0,0.0,-0.25881904510252157,0.0,0
21,4.7,0,scooter ,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.635223376953338,22,0,0.0,-0.5000000000000004,0.0,0
28,4.3,0,motorcycle ,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5581244322254744,10,0,0.0,0.49999999999999994,0.0,0
26,3.9,3,motorcycle ,230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.537400479091801,20,1,13.612201437275402,-0.8660254037844386,4.537400479091801,2
39,4.7,1,scooter ,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.147038743530447,16,0,6.147038743530447,-0.8660254037844384,0.0,0
27,4.8,0,motorcycle ,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5100971252582278,9,0,0.0,0.7071067811865476,0.0,0
38,4.7,1,motorcycle ,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.632486510687907,17,1,4.632486510687907,-0.9659258262890683,4.632486510687907,0
32,4.1,3,motorcycle ,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.055476933500602,21,1,27.166430800501807,-0.7071067811865477,9.055476933500602,2
25,5.0,3,motorcycle ,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.5652785705811,19,1,31.6958357117433,-0.9659258262890684,10.5652785705811,2
38,4.9,3,scooter ,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.790314135591859,21,1,23.370942406775576,-0.7071067811865477,7.790314135591859,2
33,4.9,1,motorcycle ,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.915298664494237,18,1,19.915298664494237,-1.0,19.915298664494237,2
31,4.7,1,motorcycle ,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.147092755626801,16,0,6.147092755626801,-0.8660254037844384,0.0,0
22,4.6,0,motorcycle ,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5323350156090414,9,0,0.0,0.7071067811865476,0.0,0
27,4.8,0,motorcycle ,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.688324335752394,22,0,0.0,-0.5000000000000004,0.0,0
